player_name,runs,balls,wickets,boundaries,strike_rate
B Evans,58,187,7,2,31.02
Mohammad Haris,131,100,0,17,131.0
Darwish Rasooli,54,66,0,4,81.82
Ebadat Hossain,21,103,8,0,20.39
Lokesh Bam,99,72,0,11,137.5
B Yadav,102,146,2,10,69.86
JK Mukhiya,16,174,11,0,9.2
Shoaib Khan,396,368,0,46,107.61
M Spoors,281,243,2,36,115.64
M Podosky,261,361,4,30,72.3
Huzaifa Mohammed,150,680,27,4,22.06
G Chohan,127,223,3,11,56.95
Kaleem Sana,116,645,40,2,17.98
Kapil Kumar,86,113,0,8,76.11
J Broad,318,323,3,29,98.45
Shahid Mahmood,34,249,9,2,13.65
Fayaz Khan,156,299,17,21,52.17
Umer Imtiaz,447,388,0,54,115.21
DK Mathias,350,421,2,36,83.14
Gulsan Jha,519,792,22,55,65.53
J Alegra,173,195,0,13,88.72
Muzammil Shahzad,6,16,0,0,37.5
Muhammad Safdar,17,13,0,2,130.77
H Isorena,11,22,0,1,50.0
Shahbaz Badar,95,99,0,7,95.96
Sikder Billah,54,73,2,6,73.97
G Axtell,3,46,1,0,6.52
S Movva,276,257,0,25,107.39
S Mohan,0,1,0,0,0.0
S Dhakal,3,127,3,0,2.36
Nestor Dhamba,3,24,0,0,12.5
Munim Shahriar,39,50,0,5,78.0
LK Bell,60,554,34,0,10.83
KP Navgire,17,19,0,2,89.47
C Olphert,7,37,0,0,18.92
D Cleaver,127,104,0,15,122.12
MG Bracewell,243,576,28,23,42.19
S Vijay Unni,234,925,37,17,25.3
Muhammad Amir,477,806,29,47,59.18
Ammar Zuhdi Hazalan,0,3,0,0,0.0
D Nath,16,12,0,3,133.33
Mohammad Aadil Alam,98,151,5,10,64.9
SI Kamea,67,446,22,0,15.02
S Gokhale,27,143,5,0,18.88
L Keny,206,347,10,7,59.37
RS Quyn,62,427,8,4,14.52
Rinitha Rajith,229,246,1,23,93.09
Khazaima,5,11,0,0,45.45
Abeer Maryam,10,28,0,2,35.71
Ruba Rashid,20,54,0,1,37.04
C Sewsunker,74,165,1,5,44.85
Amna Khan,42,122,1,3,34.43
Rida Syeda,49,126,0,0,38.89
Maira Khan,85,286,2,3,29.72
Zoha Irfan,5,26,0,0,19.23
Emaan Ejaz,31,116,2,0,26.72
Simrah Mirza,11,38,0,1,28.95
Mah Noor Amir,21,81,0,0,25.93
P Shetty,123,424,9,6,29.01
S Jayasinghe,11,112,6,0,9.82
TI Gajanayake,403,723,10,41,55.74
HMD Rasangika,604,786,14,80,76.84
S Nunna,10,85,2,0,11.76
D Bhaskara,29,111,1,1,26.13
R Rodrigo,88,121,0,5,72.73
NM Anil,104,101,0,12,102.97
KD Jayawant,21,50,3,1,42.0
Najwa Akram,3,8,0,0,37.5
S Channa,65,196,7,1,33.16
SA Sathiya,3,15,1,0,20.0
A Dcosta,67,251,13,3,26.69
Afida Afthab,5,16,1,0,31.25
I Nandakumar,73,832,30,1,8.77
Rida Zainab,6,9,0,0,66.67
V Barboza,18,77,2,0,23.38
Prajna Jagdeesha,24,65,1,1,36.92
Saba Ali Syeda,1,6,0,0,16.67
Rithika Rajith,20,45,0,0,44.44
S Prakash,26,76,0,1,34.21
G Fernando,16,84,1,0,19.05
R Hathadurage,1,11,0,0,9.09
Hashmatullah Shahidi,53,59,0,5,89.83
GI Hume,47,182,9,3,25.82
J Maguire,70,433,21,1,16.17
AN Kelly,200,981,66,11,20.39
DO Leicher,158,230,3,9,68.7
J Miyaji,217,643,41,9,33.75
DE Martel,5,83,2,0,6.02
Ali Saleem,230,193,1,25,119.17
T Nightingale,404,429,4,43,94.17
OB Nightingale,179,146,0,15,122.6
D Doyle-Calle,603,475,0,70,126.95
J Trembeath-Moro,140,153,0,13,91.5
LA Burns,196,741,45,14,26.45
Mohammad Kamran,178,504,20,13,35.32
Aminullah Tanha,5,17,0,1,29.41
B Wentzel,1,2,0,0,50.0
Mohammad Asaduzzaman,18,151,4,0,11.92
Sapan Mehta,76,90,0,3,84.44
M Brasier,10,39,1,0,25.64
Saran Aslam,80,85,2,11,94.12
Abdullah Mahmood,19,215,13,0,8.84
Atif Rasheed,217,219,6,20,99.09
M Gouws,108,230,7,10,46.96
KJ Ferrary,116,257,12,9,45.14
Jaison Jerome,20,107,1,0,18.69
M Whelan,100,176,4,8,56.82
Z Simpson,5,22,2,0,22.73
S Bodha,145,607,38,8,23.89
Abhishek Ahuja,264,227,0,29,116.3
Ali Farasat,186,139,0,21,133.81
BP Adapaka,15,238,10,0,6.3
Akramullah Malikzada,1,12,1,0,8.33
Gaurav Mishra,95,278,6,5,34.17
R Kumar,61,184,3,5,33.15
Sukhkaran Sahi,3,37,1,0,8.11
Dylan Steyn,589,430,0,72,136.98
Sazib Bhuiyan,237,448,28,32,52.9
Ritik Tomar,289,426,7,28,67.84
S Chaudhary,29,123,7,0,23.58
Saim Hussain,619,420,0,77,147.38
Imran Ameer,241,511,11,24,47.16
S Ramakrishnan,40,73,0,1,54.79
Divyendra Singh,144,166,0,14,86.75
Karthik Pillai,3,33,0,0,9.09
Sandeep Nair,8,55,2,0,14.55
CM Rocca,14,19,0,2,73.68
Jitesh Patel,6,47,1,0,12.77
BE Johnson,4,12,0,0,33.33
S Akiteng,33,616,34,0,5.36
PE Kulume,237,475,15,23,49.89
K Ndlovu,827,1513,41,85,54.66
M Mavunga,20,120,9,1,16.67
F Chipare,53,336,16,0,15.77
LM Babirye,74,133,0,4,55.64
RE Nyangendo,75,97,0,5,77.32
M Mwatile,116,255,10,6,45.49
Shakirah Sadick,35,71,0,2,49.3
Mohammed Jimia,32,54,0,1,59.26
R Klein,85,90,1,7,94.44
AT Nidamanuru,112,101,0,10,110.89
TL Chivanga,16,46,0,0,34.78
VM Nyauchi,7,46,3,0,15.22
Nijat Masood,13,76,5,0,17.11
Ihsanullah,40,118,8,5,33.9
Afsar Zazai,157,183,0,12,85.79
Noor Ahmad,61,292,10,4,20.89
C Madande,571,446,0,63,128.03
Gull Feroza,303,299,0,40,101.34
H Sin Yee,7,27,0,0,25.93
H Lui,1,7,0,0,14.29
A Karmacharya,35,355,22,0,9.86
H Roy,4,47,4,0,8.51
S Forbes,10,15,0,1,66.67
RL Vitas,101,116,0,9,87.07
A Mene-Ejegi,168,327,12,16,51.38
ML Kostic,55,127,3,5,43.31
B Dugic,20,101,2,0,19.8
A Dizija,532,497,3,60,107.04
Fayaz Mohammad,28,27,0,3,103.7
Anamul Haque,472,401,0,60,117.71
RA Reifer,51,75,1,3,68.0
Y Cariah,3,40,1,0,7.5
A Nathwani,47,344,15,1,13.66
Sachin Mandy,70,75,0,8,93.33
Abdul Stanikzai,81,93,0,7,87.1
Shahil Momin,254,565,13,15,44.96
Abdullah Akbarjan,100,530,32,4,18.87
W Behr,21,127,9,2,16.54
Iqbal Hossain,396,264,3,63,150.0
Abrar Bilal,65,72,0,4,90.28
Hamid Mahmood,250,401,10,24,62.34
Umar Nawaz,201,195,0,25,103.08
Azam Khalil,111,272,9,10,40.81
Samiallah Khalil,3,6,0,0,50.0
Tasaduq Hussain,9,65,3,0,13.85
Zaker Taqawi,66,344,26,2,19.19
A Randhawa,171,236,0,9,72.46
MPS Cheema,81,94,0,9,86.17
Itibarshah Deedar,21,104,3,0,20.19
Ismaeel Zia,64,72,0,6,88.89
F Choudary,1,19,1,0,5.26
V Aritharan,80,40,0,12,200.0
L Udeh,91,414,27,4,21.98
E de Souza,68,98,0,7,69.39
R Abdulrasak,4,130,6,0,3.08
LV Boas,105,235,6,9,44.68
MLG Silva,16,24,0,2,66.67
CS Nascimento,34,197,9,1,17.26
AS Qwele,83,279,19,3,29.75
O Kgeresi,186,297,1,8,62.63
T Shabani,6,71,3,0,8.45
C Uwase,220,272,0,21,80.88
W Hornero-Garcia,23,32,0,1,71.88
S Kolcharam,86,200,5,4,43.0
S Mannan,22,33,0,1,66.67
S Etim,44,72,0,3,61.11
K Ogola,1,56,3,0,1.79
Ada Bhasin,261,782,20,14,33.38
I Shukla,88,329,12,0,26.75
Vinu Kumar,412,984,23,30,41.87
CH Abeyratne,33,104,1,1,31.73
Damini Ramesh,62,217,7,0,28.57
JS Pooranakaran,101,523,15,0,19.31
Zay Hua Tan,20,48,0,0,41.67
Sonam,89,346,14,0,25.72
T Lhaden,6,56,2,0,10.71
Sangay Wangmo,3,12,0,0,25.0
I Suhun,34,117,0,1,29.06
Riyaa Bhasin,75,176,4,1,42.61
EK Hubbard,62,231,5,1,26.84
Poorvaja Jagdeesha,15,48,0,0,31.25
Alifiya Sayed,5,51,1,0,9.8
Abeera Waris,29,111,2,0,26.13
JT Pooranakaran,32,88,0,0,36.36
AP Venkata,5,12,0,0,41.67
Dechen Zangmo,0,24,2,0,0.0
Muhammad Fahim,28,184,5,1,15.22
KJ Stagno,684,383,0,97,178.59
Ahmad Khalid Ahmadzai,7,93,6,0,7.53
Shagharai Sefat,13,114,9,0,11.4
IDM Latin,500,565,12,54,88.5
Aziz Mohammad,165,247,7,23,66.8
Omid Mailk Khel,71,78,0,5,91.03
Kuldeep,405,241,0,58,168.05
SP Gomes,231,181,0,26,127.62
Syed Maisam Ali,51,175,16,3,29.14
IM Farrell,0,2,0,0,0.0
M Cohen,36,33,0,4,109.09
S Bangera,73,81,0,7,90.12
J Evans,135,330,19,12,40.91
E Solomon,245,217,0,24,112.9
Mohammad Atif,14,148,7,0,9.46
E Kahamker,53,69,0,5,76.81
A Amado,37,46,1,2,80.43
Yair Nagavkar,63,223,8,3,28.25
Niv Nagavkar,116,258,6,9,44.96
E Samson,5,35,3,0,14.29
T Kahamker,13,70,7,1,18.57
Elan Talker,10,127,6,0,7.87
Sajad Ahmadzai,82,281,10,5,29.18
A Raza,157,116,0,23,135.34
Yogev Nagavkar,92,113,0,8,81.42
G Schachat,97,80,0,10,121.25
Saud Munir,38,314,23,0,12.1
Maqsood Ahmad,13,19,0,1,68.42
C Miles,229,218,0,22,105.05
C Jennings,15,83,4,0,18.07
M Maguire,76,116,0,3,65.52
H Eulenkamp,29,90,3,0,32.22
C Milner,22,57,0,0,38.6
Emily Merrien,14,70,6,0,20.0
L Greig,38,70,2,2,54.29
R Hubbard,88,111,1,10,79.28
CM Greechan,150,476,21,3,31.51
M Robinson,86,167,6,3,51.5
A Merritt,233,409,11,22,56.97
G Wetherall,207,326,5,21,63.5
PJ Stahelin,32,66,0,0,48.48
F Bulpitt,10,22,0,0,45.45
E Duffy,47,208,9,0,22.6
F Copley,6,87,7,0,6.9
E Gouge,40,264,10,0,15.15
RM Hill,1,13,2,0,7.69
T Smith,132,168,1,8,78.57
M Le Ray,1,8,0,0,12.5
Muhammad Shoaib Ahmed,108,204,6,12,52.94
AUKDS Kalugala,213,195,2,25,109.23
K Cawte,15,202,10,0,7.43
SRMJJ Arachchilage,14,47,0,0,29.79
Riyaz Kajalwala,1,12,0,0,8.33
M Jenkinson,94,118,2,10,79.66
Waqas Haider,35,21,0,6,166.67
A Turkmen,184,392,13,16,46.94
E Kuyumcu,22,70,0,1,31.43
M Ozturk,113,380,14,8,29.74
Rohit Kumar,90,74,0,13,121.62
GG Alta,130,306,13,9,42.48
Shamsullah Ehsan,93,148,3,7,62.84
Zafer Durmaz,8,60,3,0,13.33
I Elec,114,262,6,9,43.51
Ilyas Ataullah,124,235,5,14,52.77
R Nath,172,188,0,18,91.49
M Koli,167,589,28,12,28.35
C Bayraktar,34,41,0,2,82.93
CP Turkich,128,191,0,7,67.02
SD Valjalo,65,149,6,4,43.62
JD Newton,42,135,3,3,31.11
DJ Turkich,102,298,11,10,34.23
D Marsic,122,171,0,11,71.35
JM Vujinovich,107,325,9,5,32.92
WK Bitis,116,156,3,17,74.36
A Maheshwari,53,188,5,5,28.19
B Jerkovic,45,133,4,1,33.83
J Grzinic,24,50,0,1,48.0
Sohail Ahmad,78,129,3,4,60.47
AA Gajic,37,289,17,1,12.8
MV Pavlovic,140,429,23,9,32.63
S Ivetic,466,454,0,43,102.64
Bashar Khan,5,77,6,0,6.49
HJ Manenti,277,523,30,30,52.96
CJPF Kalugamage,42,227,11,1,18.5
J Mosca,286,188,0,42,152.13
M Campopiano,493,426,2,52,115.73
Ali Hasan,14,103,7,1,13.59
T Turan,1,12,0,0,8.33
Hasan Cakir,1,9,1,0,11.11
Alexandros Karvelas,82,148,2,7,55.41
G Fatouros,77,114,5,9,67.54
P Magafas,56,55,0,5,101.82
S Bogdos,5,21,0,0,23.81
C Bogdanos,104,125,0,5,83.2
A Gasteratos,19,40,0,0,47.5
Ziaur Rehman,95,93,0,9,102.15
I Bardis,4,14,1,0,28.57
T Ulutuna,2,8,0,0,25.0
Muhammad Farooq,36,198,12,3,18.18
D Mutu,0,3,0,0,0.0
AJ Mosca,320,264,0,31,121.21
Ali Abdulla Popalzae,1,21,3,0,4.76
Ankit Dubey,8,36,3,0,22.22
N Davidovic,23,56,4,3,41.07
J Clough,10,13,0,0,76.92
Habib Ahmadzai,118,114,0,11,103.51
SKS Gill,634,804,9,61,78.86
Arslan Amjad,254,267,7,27,95.13
Qamar Mushtaque,72,263,17,5,27.38
M Shahbaz Butt,39,138,6,2,28.26
Elias Hasan,17,67,0,2,25.37
R Dhiman,27,91,4,1,29.67
JC Martin,38,37,0,2,102.7
A Martel,87,275,13,12,31.64
G Mckeon,760,673,8,93,112.93
TK Lal,13,176,10,0,7.39
Zain Ahmad,187,331,14,24,56.5
Abdul Rahman,121,119,0,10,101.68
UNGB Thenannahelage,22,24,0,0,91.67
R Mangal,21,183,13,0,11.48
Muhammad Siddiqui,104,163,3,12,63.8
Ayyaz Qureshi,62,146,5,5,42.47
NL Ujawe,7,59,3,0,11.86
Ramanjot Singh,94,118,0,10,79.66
P Pustoslemsek,50,124,4,3,40.32
Awais Ikram,13,49,3,0,26.53
Taher Muhammad,32,100,2,1,32.0
S Koppolu,8,28,0,0,28.57
MH Oman,7,22,0,0,31.82
Shahid Arshad,42,66,0,3,63.64
Mazhar Khan,11,19,0,1,57.89
K Fletcher,31,326,18,0,9.51
Faheem Nazir,659,627,15,88,105.1
Jai Sinh,17,64,5,0,26.56
Sathya Narayanan,39,51,0,2,76.47
Anoop Orsu,185,180,1,22,102.78
Waqar Khan,14,10,0,2,140.0
Ibrahim Rahimi,14,13,0,2,107.69
RHO Saunders,17,23,0,2,73.91
Abul Farhad,27,174,14,0,15.52
A Paul,31,174,9,1,17.82
R Tanna,2,3,0,0,66.67
BS Sandhu,2,5,0,0,40.0
Azeem Nazir,37,42,0,5,88.1
DK Pallekonda,2,18,2,0,11.11
A Bhadauria,43,32,0,6,134.38
SL Clephane,9,23,0,0,39.13
KM Venkataswamy,65,46,0,5,141.3
A Trivedi,0,6,0,0,0.0
Osman Khan,0,6,0,0,0.0
AR Puri,45,545,22,2,8.26
Aman Desai,351,279,0,36,125.81
A Mutreja,154,110,0,17,140.0
HGV Vare,65,77,0,5,84.42
Zeeshan Ali,735,516,0,90,142.44
Yasim Murtaza,698,1519,55,74,45.95
A Shukla,124,795,31,3,15.6
CAH Stevenson,18,93,4,0,19.35
D Siva Kumar,10,26,0,1,38.46
NA Karnik,11,88,1,0,12.5
T Wangchuk,103,455,12,6,22.64
S Pradhan,363,706,17,38,51.42
K Penjor,1,13,0,0,7.69
Namgay Thinley,158,606,27,6,26.07
Ngawang Thinley,31,169,12,2,18.34
N Chejay,80,99,0,4,80.81
GK Ghalley,137,166,0,12,82.53
Manoj Adhikari,38,55,0,3,69.09
N Nuntarach,184,343,8,9,53.64
J Pakhiaokajee,32,39,0,3,82.05
C Chatphaisan,431,456,5,48,94.52
Y Saranonnakkun,123,149,0,12,82.55
P Thongsa,4,14,0,0,28.57
K Namchaikul,14,181,11,0,7.73
Tenjin Rabgey,328,399,1,29,82.21
Shunan Ali,28,190,10,0,14.74
S Yeshi,40,343,11,2,11.66
S Loday,108,130,0,7,83.08
Abdullah Shahid,11,17,0,1,64.71
T Yotharat,16,53,3,0,30.19
P Desungnoen,5,35,0,0,14.29
D Prakas,0,1,0,0,0.0
BG Lister,20,239,11,0,8.37
HB Shipley,10,85,2,0,11.76
CJ Bowes,200,161,0,29,124.22
D Madushanka,58,326,16,0,17.79
Parvez Hossain Emon,52,70,0,6,74.29
JK Masara,0,6,0,0,0.0
Tarun Yadav,16,34,2,2,47.06
Sachin Ganpat Shinde,13,35,0,0,37.14
L Wood,10,119,8,0,8.4
WG Jacks,343,261,1,49,131.42
OP Stone,1,26,0,0,3.85
Aamer Jamal,110,162,3,12,67.9
M Pathirana,103,370,28,2,27.84
AM Fernando,21,130,5,2,16.15
Sachin Kumar,41,176,7,3,23.3
N Thailappan,0,18,0,0,0.0
Mohamed Shafeeq,113,686,30,3,16.47
Haroon Shahid,8,22,1,1,36.36
J Chaturanga,4,7,0,0,57.14
Yasin Patel,165,1055,55,6,15.64
Shahrukh Quddus,40,260,13,0,15.38
A Saud,71,64,0,11,110.94
Basir Ahamad,0,24,2,0,0.0
Ateeq Iqbal,38,379,18,1,10.03
A Bhargava,11,20,1,1,55.0
Sabir Ali,8,52,3,0,15.38
M Kandanala,49,54,0,8,90.74
D Dhingra,304,374,0,23,81.28
Snigdha Paul,50,159,2,3,31.45
RP Singh,138,504,32,10,27.38
T Chopra,16,82,2,0,19.51
B Bhadriraju,11,129,9,1,8.53
S Horley,354,461,6,40,76.79
R Kanoh,184,279,3,17,65.95
S Chaturongrattana,11,200,12,0,5.5
Shohely Akhter,11,142,8,0,7.75
H Doriga,26,40,0,3,65.0
ST Eyyunni,16,115,3,0,13.91
P Maya,202,545,18,12,37.06
O Bell,11,206,14,0,5.34
Nanthita Boonsukham,18,75,2,2,24.0
S Kollery,33,55,0,4,60.0
AR Ramjani,540,1192,74,56,45.3
B Maphosa,49,132,1,1,37.12
Akhil Anil,267,547,19,27,48.81
YM Nkanya,41,880,56,0,4.66
AP Rajeevan,913,764,0,98,119.5
S Biko,0,36,1,0,0.0
Gagandeep Singh,84,233,5,5,36.05
KM Awala,97,110,0,6,88.18
P Murungi,207,231,3,23,89.61
J Baguma,84,279,19,3,30.11
BA Simango,3,6,0,0,50.0
GF Gomes,0,1,0,0,0.0
A Limdawala,122,251,6,8,48.61
M Choamba,52,160,8,2,32.5
M Yunusu Issa,240,510,21,23,47.06
GM Muthui,44,424,24,0,10.38
KA Jadhav,3,14,0,0,21.43
Yash Talati,3,26,3,0,11.54
AN Aminou,75,61,0,5,122.95
L Maphane,1,8,0,0,12.5
MTMMJ Ave,390,399,6,47,97.74
P Cabebula,17,120,7,0,14.17
HB Dickson,267,196,0,37,136.22
S Draunivudi,10,36,0,1,27.78
S Ravoka,32,160,8,0,20.0
A Parima,223,165,0,27,135.15
J Batinibulu,11,113,5,0,9.73
T Parima,274,193,0,34,141.97
C Dickson,118,361,9,9,32.69
SM Tupou,87,198,10,7,43.94
TS Waqavakatoga,45,178,5,4,25.28
D Teinaki,39,40,0,5,97.5
L Denny,118,335,17,9,35.22
T Ritawa,11,108,9,1,10.19
T Vanuarua,56,138,5,2,40.58
B Vakatini,5,8,0,0,62.5
N Acawei,65,71,0,6,91.55
M Beitaki,160,141,0,16,113.48
DS Maraiwai,81,63,0,12,128.57
PV Vuniwaqa,460,345,5,67,133.33
J Baleicikoibia,75,87,0,6,86.21
S Cotter,207,192,0,25,107.81
DP Michael,181,182,4,19,99.45
T Kaisala,70,78,0,8,89.74
AJ Michael,70,127,3,6,55.12
F Suluoto,150,141,0,14,106.38
D Wotu,37,318,15,2,11.64
S Sola,23,156,4,1,14.74
JD Baker,60,101,1,5,59.41
CK Jasmat,182,333,7,16,54.65
RSK Samson,0,12,2,0,0.0
SF Tiai,127,352,19,16,36.08
U Sofi,9,25,0,1,36.0
D Finau,24,97,5,2,24.74
JP Kaltapau,346,353,0,28,98.02
JD Allan,148,168,0,15,88.1
W Kokaua,15,73,7,0,20.55
W Wotu,171,244,4,16,70.08
S Weleilakeba,10,23,0,1,43.48
B Schuster,9,26,1,0,34.62
Obed Yosef,7,81,3,0,8.64
S Delai,23,36,0,3,63.89
DE Roache,119,97,3,16,122.68
D Simpson,4,5,0,0,80.0
L Yamamoto-Lake,682,496,0,88,137.5
GA Priandana,500,665,10,57,75.19
S Navaratne,42,43,0,4,97.67
GD Arta,262,513,10,20,51.07
K Kadowaki-Fleming,1400,919,0,172,152.34
Muhammad Afis,0,7,0,0,0.0
DJ Hawoe,332,915,41,27,36.28
PR Surve,682,744,7,67,91.67
IKEG Artawan,239,807,40,24,29.62
IW Budiarta,8,62,2,1,12.9
S Ravichandran,772,1109,36,80,69.61
S Kimura,36,38,0,2,94.74
K Kubota,18,175,13,0,10.29
Anjar Tadarus,409,533,1,49,76.74
I Takahashi,467,828,28,53,56.4
R Sakurano-Thomas,256,698,31,12,36.68
KK Dobell,16,58,4,0,27.59
D Suzuki,409,698,16,37,58.6
KC Ramamoorthy,356,380,4,41,93.68
Ahmad Ramdoni,435,506,0,38,85.97
IK Gamantika,448,924,25,35,48.48
RM Koda,57,732,40,0,7.79
Vinay Iyer,7,11,0,1,63.64
A Patmore,264,275,0,25,96.0
F Banunaek,300,980,39,19,30.61
M Taniyama,85,398,28,5,21.36
P Kumbhare,32,401,24,0,7.98
R Drake,57,197,6,1,28.93
RS Williams,226,276,1,24,81.88
CS Fraser,58,282,13,2,20.57
MM Penfold,31,169,7,0,18.34
EMKNH Senavirathna,17,17,0,2,100.0
Fariha Trisna,25,243,14,0,10.29
BA Carse,5,76,6,0,6.58
AAP Atkinson,11,65,7,0,16.92
Rehan Ahmed,34,170,10,5,20.0
NR Sciver-Brunt,706,819,13,95,86.2
DR Gibson,163,407,11,22,40.05
CE Dean,191,806,44,12,23.7
K Kavindi,38,177,10,1,21.47
AN Hyobeom,18,92,4,1,19.57
IK Darmawan,28,35,0,3,80.0
Sana Ullah,6,57,2,0,10.53
Mudassir Iqbal,110,188,1,8,58.51
Alam Nakash,85,217,6,5,39.17
Aamir Lal,166,327,14,16,50.76
Kim Daeyeon,76,237,10,5,32.07
Kuldeep Gurjar,2,19,0,0,10.53
Asif Iqbal,36,75,4,4,48.0
Hwanhee Lee,3,12,2,0,25.0
Jun Hyunwoo,82,136,0,9,60.29
Raja Shoaib,166,178,0,17,93.26
Lee Kangmin,11,37,0,1,29.73
H Goto,197,340,0,11,57.94
A Chandel,322,934,26,13,34.48
H Iwasaki,144,167,0,11,86.23
S Kato,204,634,15,14,32.18
M Munakata,3,8,0,0,37.5
M Yoshioka,23,22,0,3,104.55
A Fujikawa,35,216,10,0,16.2
M Ogawa,31,98,2,2,31.63
KH Sciver-Brunt,15,111,6,1,13.51
Z James,95,194,3,9,48.97
Shorna Akter,291,558,13,22,52.15
Marufa Akter,55,555,21,0,9.91
DP Vaidya,99,294,13,8,33.67
Sadaf Shamas,67,98,0,9,68.37
D Samarawickrama,22,35,1,0,62.86
Anik Ahmed,64,118,2,2,54.24
Gurpreet Singh,22,42,0,1,52.38
P Sadev,1,4,0,0,25.0
Anmoldeep Singh,20,48,0,0,41.67
Waleed Rana,45,93,3,3,48.39
P Fernando,3,12,0,0,25.0
J van Heerden,306,278,4,38,110.07
A Denuwan,4,40,1,0,10.0
Muhammad Yasin,189,165,0,22,114.55
P Dhiman,44,57,0,1,77.19
Mohammad Ihsan,508,328,0,75,154.88
EMC Fowler,18,35,0,0,51.43
P Chilongia,84,196,10,1,42.86
Uswa Syed,66,176,5,1,37.5
NH Berejo,242,310,6,15,78.06
Mirab Razwan,66,197,6,2,33.5
Wania Malik,5,30,1,0,16.67
A Brown-Carrera,82,205,10,3,40.0
Muskan Naseeb,2,5,0,0,40.0
Rabia Iqbal,3,15,1,0,20.0
Tashiba Mirza,7,11,0,1,63.64
Lopamudra,63,171,3,1,36.84
JG Kaur,5,22,0,0,22.73
Bijeyata Kumari,13,23,0,0,56.52
Mahnoor Akram,18,29,0,0,62.07
S Kunaratnam,3,9,0,0,33.33
Jayasooriya,18,103,5,0,17.48
Hifsa Butt,2,8,0,0,25.0
A Vaidya,55,152,6,3,36.18
Kanchan Rana,89,118,2,4,75.42
Eman Asim,22,36,0,1,61.11
Saim Ayub,336,291,0,49,115.46
Zaman Khan,31,210,7,1,14.76
SG Diaby,29,91,2,0,31.87
L Sanogo,49,137,3,3,35.77
Mohamed Coulibaly,50,120,2,1,41.67
LM Gabriel,133,180,1,13,73.89
MS Diawara,23,92,3,0,25.0
Waseem Yaqoob,141,314,18,12,44.9
S Kamate,48,130,3,3,36.92
TM Macalou,75,246,8,6,30.49
Khan Arbaaz,24,45,2,2,53.33
M Sidibe,11,22,0,1,50.0
D Traore,12,23,0,1,52.17
MT Diaby,25,55,2,3,45.45
CA Keita,60,130,5,7,46.15
MS Diakite,31,56,0,4,55.36
P Sharma,301,368,5,36,81.79
BK Stroud,22,82,2,0,26.83
B Isaac,4,19,0,0,21.05
J Henry,24,64,2,2,37.5
T Shanmugam,12,48,1,0,25.0
STRA de Silva,127,175,0,8,72.57
S Rukmal,17,177,3,1,9.6
G Johnson,6,60,1,0,10.0
S Crowie,28,86,3,1,32.56
A Yon,70,96,10,9,72.92
A Langham,47,43,0,4,109.3
AR Leo,25,40,0,1,62.5
CR Richards,7,6,0,0,116.67
R Francis,12,11,0,1,109.09
B Kgosiemang,17,99,3,0,17.17
V Jayant,38,104,1,2,36.54
Tanzeel Sheikh,111,84,0,15,132.14
TKP Rajapaksha,106,202,3,10,52.48
L Berthe,15,32,0,1,46.88
K Piet,26,156,8,0,16.67
R Mbaiwa,6,15,0,0,40.0
DL Richards,5,5,0,1,100.0
P Abhijit,6,9,0,1,66.67
Z Makadji,2,11,0,0,18.18
M Malle,29,115,1,0,25.22
G Ngegba,233,523,15,23,44.55
Mohamed Khan,10,42,3,1,23.81
R Coker,76,413,15,5,18.4
JM Joao,23,57,0,2,40.35
C Udekwe,98,486,27,2,20.16
DV Macome,23,124,8,1,18.55
AT Chuvale,4,8,0,0,50.0
CB Roposo,16,200,16,0,8.0
AE Isesele,91,115,3,11,79.13
Andre Jarju,58,230,7,2,25.22
Mustapha Suwareh,32,77,1,2,41.56
Muhammed Manga,176,209,0,12,84.21
A Conteh,49,174,8,3,28.16
G Riley,6,23,0,0,26.09
Ismaila Tanba,149,171,4,19,87.13
H Rashid,41,128,3,3,32.03
F Campbell,59,76,0,5,77.63
Ousman Bah,31,63,0,0,49.21
D Polpitiya,10,68,4,0,14.71
ML Bojang,51,133,3,3,38.35
Mohammed Alamgir,21,41,1,1,51.22
P Campbell,18,32,0,1,56.25
M Jobarteh,80,204,7,3,39.22
T Sandeep,158,137,0,20,115.33
W Dlamini,7,12,0,0,58.33
I Kamara,44,166,8,3,26.51
A Turay,211,253,9,24,83.4
LI Salomone,26,60,0,3,43.33
RD Atangana,26,138,5,0,18.84
Eric Phiri,9,13,0,0,69.23
A Osei,74,125,0,5,59.2
Joshua Asia,13,250,16,0,5.2
Abubacarr Kuyateh,78,245,8,9,31.84
JJ Nyambo,30,219,10,0,13.7
F Thorpe,0,1,0,0,0.0
O Touray,7,26,1,0,26.92
P Ayoleyine,0,1,0,0,0.0
D Joseph,40,77,0,2,51.95
L Winfield-Hill,48,58,0,6,82.76
K Schultz,4,40,0,0,10.0
RM van Oosterom,1,7,0,0,14.29
AB Kaur,101,177,4,15,57.06
K Anjali Sarvani,17,152,3,0,11.18
A Dercksen,149,255,7,17,58.43
J Glasgow,11,33,0,0,33.33
Dilara Akter,229,228,0,28,100.44
RM Burns,22,23,0,3,95.65
Kashif Siddique,274,194,1,45,141.24
Rafiullah,326,453,12,39,71.96
Saad Khan,187,166,0,21,112.65
Irfan Sarfraz,39,74,0,2,52.7
Haseeb Ghafoor,191,175,0,20,109.14
S Shrivastava,43,136,8,3,31.62
Atif-Ur-Rehman,60,359,19,0,16.71
